,user id,question id,statement index,orden,manipulada,deteccion,distancia,variacion agreement,agreement inicial,variacion confianza,confianza inicial,timer
124540,6954,17,124532.0,3.0,0.0,0.0,8.0,0.0,43.0,1.0,36.0,36885.0
124541,6954,18,124535.0,4.0,1.0,0.0,6.0,100.0,0.0,0.0,100.0,26518.0
124579,6955,40,124571.0,1.0,0.0,0.0,8.0,0.0,81.0,0.0,100.0,
124580,6955,15,124574.0,2.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,
124581,6955,23,124576.0,3.0,0.0,0.0,5.0,0.0,14.0,0.0,100.0,
124582,6955,20,124578.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,
124620,6956,22,124616.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,32017.0
124621,6956,21,124614.0,2.0,1.0,1.0,7.0,0.0,100.0,12.0,88.0,53604.0
124622,6956,18,124618.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,9203.0
124623,6956,23,124612.0,4.0,1.0,1.0,11.0,0.0,0.0,9.0,91.0,28755.0
124661,6957,23,124658.0,1.0,0.0,0.0,3.0,0.0,100.0,-25.0,100.0,20207.0
124662,6957,40,124657.0,2.0,1.0,0.0,5.0,44.0,28.0,3.0,71.0,10783.0
124663,6957,41,124660.0,3.0,0.0,0.0,3.0,0.0,24.0,0.0,70.0,13790.0
124664,6957,16,124654.0,4.0,1.0,0.0,10.0,-100.0,100.0,0.0,100.0,7778.0
124702,6958,16,124700.0,1.0,0.0,0.0,2.0,0.0,92.0,-11.0,76.0,
124703,6958,40,124698.0,2.0,1.0,0.0,5.0,-24.0,62.0,-1.0,62.0,
124704,6958,22,124694.0,3.0,0.0,0.0,10.0,0.0,11.0,-16.0,100.0,
124705,6958,41,124701.0,4.0,1.0,0.0,4.0,24.0,38.0,3.0,64.0,
124743,6963,18,124741.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,87.0,20516.0
124744,6963,19,124742.0,2.0,0.0,0.0,2.0,0.0,86.0,0.0,100.0,10695.0
124745,6963,17,124740.0,3.0,0.0,0.0,5.0,0.0,13.0,7.0,87.0,16847.0
124746,6963,23,124736.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,6882.0
124784,6964,39,124783.0,1.0,0.0,0.0,1.0,0.0,66.0,0.0,64.0,10152.0
124785,6964,16,124776.0,2.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,9552.0
124786,6964,21,124779.0,3.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,9697.0
124787,6964,22,124778.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,100.0,11321.0
124825,6966,19,124819.0,1.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,
124826,6966,22,124821.0,2.0,1.0,0.0,5.0,100.0,0.0,-100.0,100.0,
124827,6966,40,124820.0,3.0,0.0,0.0,7.0,0.0,83.0,0.0,100.0,
124828,6966,18,124824.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,100.0,
124866,6974,39,124861.0,1.0,0.0,0.0,5.0,44.0,25.0,-8.0,75.0,32199.0
124867,6974,23,124859.0,2.0,0.0,0.0,8.0,0.0,82.0,7.0,66.0,14588.0
124868,6974,15,124860.0,3.0,0.0,0.0,8.0,0.0,78.0,9.0,57.0,10218.0
124869,6974,20,124865.0,4.0,0.0,0.0,4.0,0.0,22.0,4.0,74.0,10641.0
124907,6975,17,124900.0,1.0,0.0,0.0,7.0,6.0,55.0,-29.0,89.0,24000.0
124908,6975,21,124904.0,2.0,1.0,0.0,4.0,-14.0,57.0,0.0,34.0,14102.0
124909,6975,16,124901.0,3.0,0.0,0.0,8.0,0.0,74.0,-14.0,74.0,9139.0
124910,6975,23,124906.0,4.0,1.0,0.0,4.0,36.0,32.0,7.0,36.0,7197.0
124948,6978,41,124947.0,1.0,0.0,0.0,1.0,0.0,24.0,-2.0,65.0,23302.0
124949,6978,22,124940.0,2.0,1.0,1.0,9.0,-5.0,5.0,2.0,90.0,37235.0
124950,6978,21,124944.0,3.0,0.0,0.0,6.0,0.0,100.0,-5.0,81.0,9920.0
124951,6978,39,124945.0,4.0,1.0,1.0,6.0,0.0,100.0,-4.0,100.0,31580.0
124989,6979,20,124988.0,1.0,0.0,0.0,1.0,0.0,32.0,7.0,52.0,30413.0
124990,6979,17,124981.0,2.0,0.0,0.0,9.0,0.0,33.0,6.0,53.0,9028.0
124991,6979,40,124987.0,3.0,0.0,0.0,4.0,0.0,51.0,-1.0,53.0,9128.0
124992,6979,41,124985.0,4.0,0.0,0.0,7.0,0.0,26.0,14.0,82.0,7754.0
125030,6984,20,125029.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,23642.0
125031,6984,21,125025.0,2.0,1.0,0.0,6.0,-100.0,100.0,7.0,88.0,966482.0
125032,6984,23,125022.0,3.0,0.0,0.0,10.0,0.0,69.0,9.0,65.0,7186.0
125033,6984,17,125028.0,4.0,1.0,1.0,5.0,12.0,24.0,0.0,100.0,19191.0
125071,6985,15,125064.0,1.0,0.0,0.0,7.0,0.0,56.0,63.0,37.0,
125072,6985,22,125068.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,
125073,6985,21,125065.0,3.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,
125074,6985,17,125063.0,4.0,0.0,0.0,11.0,0.0,29.0,44.0,56.0,
125112,6990,21,125106.0,1.0,0.0,0.0,6.0,0.0,83.0,6.0,81.0,26165.0
125113,6990,22,125110.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,100.0,27861.0
125114,6990,40,125107.0,3.0,0.0,0.0,7.0,0.0,30.0,9.0,60.0,13886.0
125115,6990,18,125105.0,4.0,1.0,1.0,10.0,0.0,0.0,0.0,100.0,31380.0
125153,7002,22,125148.0,1.0,0.0,0.0,5.0,0.0,2.0,6.0,94.0,25506.0
125154,7002,23,125146.0,2.0,1.0,0.0,8.0,100.0,0.0,0.0,100.0,11392.0
125155,7002,40,125150.0,3.0,0.0,0.0,5.0,0.0,29.0,26.0,74.0,9319.0
125156,7002,18,125152.0,4.0,1.0,0.0,4.0,100.0,0.0,0.0,100.0,7865.0
125194,7014,18,125192.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,100.0,20557.0
125195,7014,16,125187.0,2.0,1.0,1.0,8.0,0.0,100.0,23.0,77.0,16864.0
125196,7014,40,125190.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,100.0,10211.0
125197,7014,39,125193.0,4.0,1.0,1.0,4.0,0.0,100.0,0.0,100.0,17108.0
125235,7018,16,125233.0,1.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,
125236,7018,40,125231.0,2.0,1.0,0.0,5.0,-30.0,65.0,-11.0,100.0,
125237,7018,17,125229.0,3.0,0.0,0.0,8.0,0.0,21.0,0.0,100.0,
125238,7018,19,125232.0,4.0,1.0,0.0,6.0,-34.0,67.0,16.0,84.0,
125276,7019,21,125273.0,1.0,0.0,0.0,3.0,0.0,24.0,-2.0,82.0,
125277,7019,20,125275.0,2.0,1.0,0.0,2.0,34.0,33.0,-6.0,76.0,
125278,7019,18,125270.0,3.0,0.0,0.0,8.0,0.0,57.0,-1.0,83.0,
125279,7019,15,125269.0,4.0,1.0,1.0,10.0,6.0,26.0,5.0,73.0,
125317,7024,40,125313.0,1.0,0.0,0.0,4.0,0.0,80.0,10.0,80.0,15438.0
125318,7024,21,125316.0,2.0,1.0,1.0,2.0,0.0,100.0,0.0,100.0,10970.0
125319,7024,16,125312.0,3.0,0.0,0.0,7.0,0.0,80.0,28.0,65.0,29796.0
125320,7024,23,125311.0,4.0,1.0,0.0,9.0,80.0,10.0,17.0,83.0,3941.0
125358,7025,39,125352.0,1.0,0.0,0.0,6.0,0.0,79.0,-15.0,89.0,
125359,7025,18,125351.0,2.0,0.0,0.0,8.0,0.0,12.0,-16.0,82.0,
125360,7025,20,125350.0,3.0,0.0,0.0,10.0,-16.0,30.0,22.0,63.0,
125361,7025,22,125357.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,
125399,7027,18,125391.0,1.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,28582.0
125400,7027,21,125393.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,7667.0
125401,7027,19,125392.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,100.0,5774.0
125402,7027,39,125394.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,100.0,10355.0
125440,7029,41,125436.0,1.0,0.0,0.0,4.0,0.0,100.0,-14.0,100.0,
125441,7029,17,125438.0,2.0,1.0,1.0,3.0,-11.0,100.0,-11.0,83.0,
125442,7029,16,125432.0,3.0,0.0,0.0,10.0,0.0,100.0,-7.0,81.0,
125443,7029,40,125439.0,4.0,1.0,1.0,4.0,-7.0,41.0,50.0,33.0,
125481,7032,23,125473.0,1.0,0.0,0.0,8.0,0.0,27.0,-16.0,68.0,
125482,7032,22,125477.0,2.0,1.0,0.0,5.0,100.0,0.0,-47.0,100.0,
125483,7032,21,125475.0,3.0,0.0,0.0,8.0,0.0,82.0,-24.0,85.0,
125484,7032,17,125480.0,4.0,1.0,0.0,4.0,60.0,20.0,-1.0,79.0,
125522,7033,41,125518.0,1.0,0.0,0.0,4.0,0.0,76.0,-7.0,72.0,
125523,7033,39,125520.0,2.0,1.0,1.0,3.0,-3.0,55.0,-13.0,68.0,
125524,7033,40,125516.0,3.0,0.0,0.0,8.0,0.0,19.0,1.0,71.0,
125525,7033,20,125517.0,4.0,1.0,0.0,8.0,-10.0,55.0,-23.0,88.0,
125563,7035,23,125556.0,1.0,0.0,0.0,7.0,0.0,15.0,-22.0,83.0,45480.0
125564,7035,40,125557.0,2.0,1.0,1.0,7.0,6.0,13.0,-3.0,74.0,47197.0
125565,7035,21,125561.0,3.0,0.0,0.0,4.0,0.0,55.0,7.0,56.0,23150.0
125566,7035,39,125559.0,4.0,1.0,1.0,7.0,-2.0,36.0,29.0,45.0,18022.0
125604,7040,21,125599.0,1.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,45181.0
125605,7040,15,125600.0,2.0,1.0,0.0,5.0,-100.0,100.0,-58.0,88.0,310183.0
125606,7040,22,125598.0,3.0,0.0,0.0,8.0,0.0,0.0,99.0,1.0,21663.0
125607,7040,20,125603.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,100.0,117177.0
125645,7042,40,125642.0,1.0,0.0,0.0,3.0,0.0,10.0,3.0,79.0,30609.0
125646,7042,19,125640.0,2.0,1.0,0.0,6.0,-84.0,92.0,-10.0,89.0,13385.0
125647,7042,18,125641.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,100.0,18470.0
125648,7042,41,125637.0,4.0,1.0,0.0,11.0,72.0,14.0,2.0,91.0,27043.0
125686,7044,40,125684.0,1.0,0.0,0.0,2.0,0.0,85.0,14.0,80.0,73492.0
125687,7044,22,125683.0,2.0,1.0,1.0,4.0,-4.0,15.0,-12.0,100.0,73804.0
125688,7044,41,125685.0,3.0,0.0,0.0,3.0,0.0,14.0,100.0,0.0,11618.0
125689,7044,21,125679.0,4.0,1.0,1.0,10.0,-1.0,91.0,11.0,89.0,24103.0
125727,7045,40,125723.0,1.0,0.0,0.0,4.0,0.0,0.0,-37.0,100.0,
125728,7045,18,125722.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,100.0,
125729,7045,21,125724.0,3.0,0.0,0.0,5.0,0.0,43.0,2.0,63.0,
125730,7045,16,125721.0,4.0,1.0,0.0,9.0,-54.0,77.0,7.0,59.0,
125768,7051,18,125765.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,23712.0
125769,7051,19,125766.0,2.0,1.0,0.0,3.0,66.0,17.0,-2.0,85.0,23490.0
125770,7051,40,125762.0,3.0,0.0,0.0,8.0,0.0,18.0,5.0,82.0,12297.0
125771,7051,20,125761.0,4.0,1.0,0.0,10.0,-94.0,97.0,0.0,100.0,13774.0
125809,7052,18,125805.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,20478.0
125810,7052,21,125802.0,2.0,1.0,1.0,8.0,0.0,100.0,0.0,100.0,16092.0
125811,7052,20,125804.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,9777.0
125812,7052,39,125801.0,4.0,1.0,1.0,11.0,0.0,100.0,0.0,100.0,19431.0
125850,7055,23,125843.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,21729.0
125851,7055,21,125842.0,2.0,1.0,1.0,9.0,4.0,73.0,0.0,100.0,42325.0
125852,7055,17,125845.0,3.0,0.0,0.0,7.0,0.0,73.0,0.0,100.0,13647.0
125853,7055,19,125844.0,4.0,1.0,1.0,9.0,0.0,0.0,0.0,100.0,25306.0
125891,7056,39,125886.0,1.0,0.0,0.0,5.0,0.0,26.0,-33.0,100.0,
125892,7056,17,125887.0,2.0,0.0,0.0,5.0,0.0,63.0,-17.0,77.0,
125893,7056,21,125888.0,3.0,0.0,0.0,5.0,0.0,100.0,-39.0,100.0,
125894,7056,22,125884.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,
125932,7058,41,125927.0,1.0,0.0,0.0,5.0,0.0,70.0,0.0,100.0,45763.0
125933,7058,19,125925.0,2.0,0.0,0.0,8.0,0.0,71.0,0.0,100.0,7832.0
125934,7058,17,125931.0,3.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,4969.0
125935,7058,15,125928.0,4.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,8198.0
125973,7059,23,125968.0,1.0,0.0,0.0,5.0,0.0,75.0,0.0,100.0,
125974,7059,15,125970.0,2.0,1.0,0.0,4.0,-100.0,100.0,-100.0,100.0,
125975,7059,40,125971.0,3.0,0.0,0.0,4.0,0.0,94.0,0.0,100.0,
125976,7059,41,125967.0,4.0,1.0,1.0,9.0,9.0,0.0,0.0,100.0,
126014,7066,18,126009.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,
126015,7066,16,126011.0,2.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,
126016,7066,19,126007.0,3.0,0.0,0.0,9.0,0.0,64.0,37.0,63.0,
126017,7066,15,126013.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,
126055,7068,39,126049.0,1.0,0.0,0.0,6.0,0.0,33.0,0.0,100.0,24460.0
126056,7068,19,126048.0,2.0,1.0,0.0,8.0,58.0,21.0,0.0,100.0,6068.0
126057,7068,15,126054.0,3.0,0.0,0.0,3.0,0.0,65.0,9.0,59.0,13303.0
126058,7068,17,126052.0,4.0,1.0,0.0,6.0,-58.0,79.0,0.0,100.0,45928.0
126096,7069,23,126089.0,1.0,0.0,0.0,7.0,0.0,100.0,17.0,40.0,
126097,7069,15,126092.0,2.0,1.0,0.0,5.0,-100.0,100.0,-40.0,100.0,
126098,7069,19,126094.0,3.0,0.0,0.0,4.0,0.0,24.0,-19.0,78.0,
126099,7069,17,126090.0,4.0,1.0,0.0,9.0,100.0,0.0,-45.0,100.0,
126137,7072,15,126129.0,1.0,0.0,0.0,8.0,0.0,36.0,0.0,100.0,39756.0
126138,7072,21,126131.0,2.0,1.0,0.0,7.0,-78.0,89.0,0.0,100.0,8235.0
126139,7072,20,126133.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,100.0,13739.0
126140,7072,17,126130.0,4.0,1.0,0.0,10.0,49.0,26.0,0.0,100.0,77084.0
126178,7075,19,126176.0,1.0,0.0,0.0,2.0,0.0,76.0,-28.0,76.0,154812.0
126179,7075,17,126174.0,2.0,0.0,0.0,5.0,0.0,29.0,-25.0,84.0,126362.0
126180,7075,23,126173.0,3.0,0.0,0.0,7.0,-9.0,69.0,13.0,65.0,100096.0
126181,7075,15,126171.0,4.0,0.0,0.0,10.0,0.0,100.0,6.0,78.0,48625.0
126219,7079,20,126215.0,1.0,0.0,0.0,4.0,0.0,76.0,7.0,74.0,
126220,7079,21,126216.0,2.0,1.0,1.0,4.0,-3.0,74.0,1.0,73.0,
126221,7079,23,126212.0,3.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,
126222,7079,17,126213.0,4.0,1.0,1.0,9.0,0.0,100.0,0.0,100.0,
126260,7080,23,126254.0,1.0,0.0,0.0,6.0,0.0,19.0,1.0,69.0,69052.0
126261,7080,17,126252.0,2.0,1.0,0.0,9.0,74.0,13.0,-1.0,71.0,11388.0
126262,7080,16,126257.0,3.0,0.0,0.0,5.0,0.0,85.0,-42.0,100.0,5520.0
126263,7080,21,126255.0,4.0,1.0,0.0,8.0,-76.0,88.0,-3.0,74.0,20240.0
126301,7083,41,126297.0,1.0,0.0,0.0,4.0,0.0,33.0,1.0,63.0,10765.0
126302,7083,19,126299.0,2.0,1.0,0.0,3.0,-24.0,62.0,-24.0,66.0,10601.0
126303,7083,22,126293.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8470.0
126304,7083,21,126296.0,4.0,1.0,0.0,8.0,-100.0,100.0,0.0,100.0,19773.0
126342,7084,23,126339.0,1.0,0.0,0.0,3.0,0.0,53.0,63.0,26.0,38187.0
126343,7084,41,126336.0,2.0,1.0,0.0,7.0,56.0,22.0,8.0,51.0,31416.0
126344,7084,15,126340.0,3.0,0.0,0.0,4.0,0.0,19.0,-47.0,100.0,9625.0
126345,7084,20,126334.0,4.0,1.0,0.0,11.0,100.0,0.0,12.0,88.0,16960.0
126383,7087,19,126380.0,1.0,0.0,0.0,3.0,0.0,53.0,8.0,53.0,
126384,7087,41,126375.0,2.0,1.0,0.0,9.0,38.0,31.0,-16.0,75.0,
126385,7087,20,126376.0,3.0,0.0,0.0,9.0,0.0,0.0,-37.0,100.0,
126386,7087,22,126382.0,4.0,1.0,0.0,4.0,40.0,30.0,7.0,65.0,
126424,7088,21,126419.0,1.0,0.0,0.0,5.0,0.0,75.0,5.0,76.0,95791.0
126425,7088,17,126422.0,2.0,0.0,0.0,3.0,0.0,80.0,0.0,80.0,75264.0
126426,7088,40,126421.0,3.0,0.0,0.0,5.0,0.0,84.0,-16.0,100.0,23259.0
126427,7088,18,126417.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,78182.0
126465,7089,20,126458.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,22126.0
126466,7089,15,126463.0,2.0,1.0,0.0,3.0,-100.0,100.0,0.0,100.0,8441.0
126467,7089,22,126464.0,3.0,0.0,0.0,3.0,0.0,15.0,2.0,87.0,10156.0
126468,7089,41,126460.0,4.0,1.0,0.0,8.0,-100.0,100.0,0.0,100.0,7618.0
126506,7093,19,126501.0,1.0,0.0,0.0,5.0,0.0,16.0,0.0,100.0,32099.0
126507,7093,15,126502.0,2.0,1.0,0.0,5.0,-51.0,100.0,99.0,0.0,150721.0
126508,7093,22,126499.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,100.0,21980.0
126509,7093,21,126498.0,4.0,1.0,1.0,11.0,0.0,100.0,-1.0,100.0,36158.0
126547,7094,23,126541.0,1.0,0.0,0.0,6.0,29.0,53.0,-8.0,100.0,55471.0
126548,7094,20,126544.0,2.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,15323.0
126549,7094,19,126539.0,3.0,0.0,0.0,10.0,0.0,73.0,0.0,100.0,13904.0
126550,7094,17,126542.0,4.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,9941.0
126588,7097,39,126584.0,1.0,0.0,0.0,4.0,0.0,100.0,-96.0,100.0,30070.0
126589,7097,17,126582.0,2.0,1.0,1.0,7.0,0.0,0.0,-5.0,100.0,49472.0
126590,7097,18,126580.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,16500.0
126591,7097,22,126583.0,4.0,1.0,1.0,8.0,0.0,0.0,0.0,100.0,38047.0
126629,7100,16,126623.0,1.0,0.0,0.0,6.0,0.0,100.0,-7.0,100.0,20755.0
126630,7100,39,126628.0,2.0,1.0,1.0,2.0,3.0,22.0,8.0,72.0,18881.0
126631,7100,41,126627.0,3.0,0.0,0.0,4.0,0.0,35.0,-6.0,71.0,10140.0
126632,7100,22,126624.0,4.0,1.0,1.0,8.0,0.0,0.0,0.0,100.0,16544.0
126670,7101,20,126665.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,
126671,7101,40,126664.0,2.0,1.0,0.0,7.0,-54.0,77.0,0.0,100.0,
126672,7101,22,126663.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,100.0,
126673,7101,39,126662.0,4.0,1.0,1.0,11.0,0.0,100.0,0.0,100.0,
126711,7102,16,126704.0,1.0,0.0,0.0,7.0,0.0,11.0,0.0,100.0,163912.0
126712,7102,17,126705.0,2.0,1.0,1.0,7.0,-6.0,91.0,1.0,93.0,156010.0
126713,7102,39,126709.0,3.0,0.0,0.0,4.0,0.0,64.0,28.0,34.0,131273.0
126714,7102,40,126708.0,4.0,1.0,1.0,6.0,0.0,0.0,0.0,100.0,381530.0
126752,7107,19,126746.0,1.0,0.0,0.0,6.0,0.0,70.0,-30.0,99.0,23101.0
126753,7107,18,126748.0,2.0,1.0,0.0,5.0,100.0,0.0,-100.0,100.0,25341.0
126754,7107,40,126744.0,3.0,0.0,0.0,10.0,0.0,85.0,13.0,87.0,11711.0
126755,7107,20,126750.0,4.0,1.0,0.0,5.0,100.0,0.0,0.0,100.0,7556.0
126793,7109,15,126787.0,1.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,20263.0
126794,7109,16,126790.0,2.0,1.0,1.0,4.0,0.0,100.0,0.0,100.0,15826.0
126795,7109,23,126785.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,9817.0
126796,7109,20,126792.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,100.0,16416.0
126834,7111,40,126828.0,1.0,0.0,0.0,6.0,18.0,68.0,7.0,78.0,
126835,7111,17,126829.0,2.0,1.0,0.0,6.0,-60.0,80.0,2.0,80.0,
126836,7111,18,126831.0,3.0,0.0,0.0,5.0,0.0,28.0,8.0,80.0,
126837,7111,41,126832.0,4.0,1.0,0.0,5.0,52.0,24.0,18.0,69.0,
126875,7113,17,126867.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,100.0,460052.0
126876,7113,23,126870.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,100.0,34681.0
126877,7113,40,126872.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,180385.0
126878,7113,18,126871.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,18346.0
126916,7114,40,126911.0,1.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,
126917,7114,20,126908.0,2.0,0.0,0.0,9.0,0.0,10.0,0.0,100.0,
126918,7114,17,126914.0,3.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,
126919,7114,39,126912.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,
126957,7116,15,126950.0,1.0,0.0,0.0,7.0,0.0,76.0,0.0,100.0,21289.0
126958,7116,20,126949.0,2.0,1.0,1.0,9.0,-1.0,17.0,0.0,100.0,22580.0
126959,7116,23,126955.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,7314.0
126960,7116,22,126953.0,4.0,1.0,1.0,7.0,0.0,0.0,0.0,100.0,21750.0
126998,7118,20,126991.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,21386.0
126999,7118,19,126993.0,2.0,1.0,0.0,6.0,-24.0,62.0,3.0,56.0,51056.0
127000,7118,39,126996.0,3.0,0.0,0.0,4.0,0.0,69.0,-4.0,59.0,20616.0
127001,7118,21,126994.0,4.0,1.0,0.0,7.0,-21.0,57.0,-24.0,59.0,14189.0
127039,7122,41,127036.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,36600.0
127040,7122,21,127037.0,2.0,1.0,1.0,3.0,0.0,100.0,0.0,100.0,30327.0
127041,7122,19,127033.0,3.0,0.0,0.0,8.0,0.0,89.0,0.0,100.0,20444.0
127042,7122,40,127031.0,4.0,1.0,0.0,11.0,72.0,14.0,0.0,100.0,14387.0
127080,7124,20,127079.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,21030.0
127081,7124,18,127075.0,2.0,1.0,0.0,6.0,100.0,0.0,0.0,100.0,9275.0
127082,7124,39,127072.0,3.0,0.0,0.0,10.0,0.0,97.0,2.0,98.0,8852.0
127083,7124,23,127078.0,4.0,1.0,0.0,5.0,-100.0,100.0,0.0,100.0,7280.0
127121,7125,21,127119.0,1.0,0.0,0.0,2.0,0.0,92.0,0.0,100.0,
127122,7125,22,127118.0,2.0,1.0,0.0,4.0,92.0,4.0,100.0,0.0,
127123,7125,18,127120.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,
127124,7125,15,127115.0,4.0,1.0,0.0,9.0,-44.0,72.0,0.0,100.0,
127162,7128,39,127154.0,1.0,0.0,0.0,8.0,0.0,78.0,-18.0,100.0,42059.0
127163,7128,21,127160.0,2.0,1.0,0.0,3.0,-82.0,91.0,0.0,100.0,22528.0
127164,7128,41,127161.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,8756.0
127165,7128,16,127158.0,4.0,1.0,0.0,7.0,-100.0,100.0,-100.0,100.0,169244.0
127203,7132,16,127202.0,1.0,0.0,0.0,1.0,0.0,78.0,-2.0,67.0,21810.0
127204,7132,22,127199.0,2.0,1.0,0.0,5.0,84.0,8.0,-2.0,94.0,12715.0
127205,7132,19,127201.0,3.0,0.0,0.0,4.0,0.0,64.0,11.0,53.0,19428.0
127206,7132,20,127200.0,4.0,1.0,0.0,6.0,72.0,14.0,-2.0,91.0,9339.0
127244,7133,18,127237.0,1.0,0.0,0.0,7.0,0.0,32.0,41.0,44.0,22970.0
127245,7133,23,127243.0,2.0,1.0,1.0,2.0,0.0,100.0,13.0,87.0,16642.0
127246,7133,39,127239.0,3.0,0.0,0.0,7.0,0.0,66.0,42.0,40.0,9461.0
127247,7133,22,127238.0,4.0,1.0,0.0,9.0,100.0,0.0,-19.0,83.0,8714.0
127285,7137,20,127279.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,100.0,13507.0
127286,7137,15,127284.0,2.0,1.0,1.0,2.0,-2.0,38.0,2.0,73.0,23019.0
127287,7137,22,127281.0,3.0,0.0,0.0,6.0,0.0,0.0,-24.0,100.0,12288.0
127288,7137,39,127278.0,4.0,1.0,0.0,10.0,-32.0,66.0,4.0,68.0,7155.0
127326,7140,41,127325.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.0,100.0,35602.0
127327,7140,17,127321.0,2.0,1.0,1.0,6.0,0.0,0.0,19.0,81.0,29762.0
127328,7140,19,127320.0,3.0,0.0,0.0,8.0,0.0,89.0,3.0,86.0,20769.0
127329,7140,15,127323.0,4.0,1.0,1.0,6.0,0.0,100.0,0.0,100.0,34937.0
127367,7143,18,127362.0,1.0,0.0,0.0,5.0,0.0,13.0,-9.0,85.0,
127368,7143,21,127364.0,2.0,1.0,0.0,4.0,100.0,0.0,0.0,100.0,
127369,7143,15,127366.0,3.0,0.0,0.0,3.0,0.0,20.0,-4.0,74.0,
127370,7143,20,127359.0,4.0,1.0,0.0,11.0,-36.0,68.0,-20.0,99.0,
127408,7144,20,127401.0,1.0,0.0,0.0,7.0,0.0,11.0,0.0,100.0,38914.0
127409,7144,16,127402.0,2.0,1.0,1.0,7.0,1.0,84.0,0.0,100.0,15421.0
127410,7144,22,127400.0,3.0,0.0,0.0,10.0,0.0,17.0,0.0,100.0,11796.0
127411,7144,23,127404.0,4.0,1.0,1.0,7.0,2.0,79.0,0.0,100.0,18820.0
127449,7147,18,127447.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,100.0,44373.0
